vacancy_id,profession,level,required_skills,vacancy_text
239,"Специалист поддержки (junior)
Компания: ООО Северный Вектор
Город: Екатеринбург
Зарплата: 54637 руб.
О компании: ООО Северный Вектор занимается внутренними IT‑сервисами и автоматизацией процессов. Нужен человек для поддержки текущих задач.
Требования:
• опыт работы от 6 месяцев
• знание коммуникация
• знание CRM

Обязанности:
• решение типовых проблем
• обработка обращений пользователей
• ведение внутренней документации",junior,"[""коммуникация"", ""crm""]",ООО Северный Вектор занимается внутренними IT‑сервисами и автоматизацией процессов. Нужен человек для поддержки текущих задач.
240,"Backend Developer (junior)
Компания: ИП Миронов
Город: Новосибирск
Зарплата: 64011 руб.
О компании: ИП Миронов поддерживает небольшие внутренние web‑проекты. Команда расширяется из-за роста проекта.
Требования:
• опыт работы от 6 месяцев
• знание FastAPI
• знание PostgreSQL
• знание Docker
• знание Python

Обязанности:
• разработка backend‑сервисов
• поддержка API
• исправление backend‑ошибок

Будет плюсом: опыт взаимодействия со смежными отделами",junior,"[""fastapi"", ""postgresql"", ""docker"", ""python""]",ИП Миронов поддерживает небольшие внутренние web‑проекты. Команда расширяется из-за роста проекта.
241,"QA Engineer (middle)
Компания: ООО Бизнес Партнер
Город: Казань
Зарплата: 99962 руб.
О компании: ООО Бизнес Партнер автоматизирует процессы для корпоративных клиентов. Ищем специалиста в небольшую команду.
Требования:
• опыт работы от 2 лет
• знание Jira
• знание SQL
• знание API testing
• умение работать в команде
• внимательность к задачам

Обязанности:
• оформление баг‑репортов
• регрессионное тестирование
• проверка API

Будет плюсом: понимание agile‑процессов",middle,"[""jira"", ""sql"", ""api testing"", ""умение работать в команде"", ""внимательность к задачам""]",ООО Бизнес Партнер автоматизирует процессы для корпоративных клиентов. Ищем специалиста в небольшую команду.
242,"Backend Developer (middle)
Компания: ООО Онлайн Решения
Город: Новосибирск
Зарплата: 133117 руб.
О компании: ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• опыт работы от 2 лет
• знание Docker
• знание PostgreSQL
• знание Python
• умение работать в команде

Обязанности:
• поддержка API
• разработка backend‑сервисов
• исправление backend‑ошибок",middle,"[""docker"", ""postgresql"", ""python"", ""умение работать в команде""]",ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. Работа в спокойном темпе без жесткой бюрократии.
243,"Backend Developer (junior)
Компания: ООО Тех Лаб
Город: Екатеринбург
Зарплата: 71544 руб.
О компании: ООО Тех Лаб работает над внутренними и внешними IT‑решениями. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• знание Python
• знание FastAPI
• умение работать в команде

Обязанности:
• работа с БД
• разработка backend‑сервисов
• поддержка API

Будет плюсом: опыт работы в небольшой команде",junior,"[""python"", ""fastapi"", ""умение работать в команде""]",ООО Тех Лаб работает над внутренними и внешними IT‑решениями. Работа в спокойном темпе без жесткой бюрократии.
244,"HR-менеджер (senior)
Компания: ООО Бизнес Партнер
Город: Казань
Зарплата: 178239 руб.
О компании: ООО Бизнес Партнер автоматизирует процессы для корпоративных клиентов. Сейчас команда постепенно расширяется из‑за роста внутренних проектов и количества задач. Большая часть работы связана с поддержкой существующих процессов, доработкой функциональности и взаимодействием с коллегами из смежных отделов. Важно спокойно относиться к рабочим изменениям и уметь разбираться в уже существующем проекте.
Требования:
• опыт работы от 4 лет
• знание интервью
• знание ATS
• умение работать в команде
• внимательность к задачам

Обязанности:
• проведение интервью
• ведение базы кандидатов
• взаимодействие с руководителями",senior,"[""интервью"", ""ats"", ""умение работать в команде"", ""внимательность к задачам""]","ООО Бизнес Партнер автоматизирует процессы для корпоративных клиентов. Сейчас команда постепенно расширяется из‑за роста внутренних проектов и количества задач. Большая часть работы связана с поддержкой существующих процессов, доработкой функциональности и взаимодействием с коллегами из смежных отделов. Важно спокойно относиться к рабочим изменениям и уметь разбираться в уже существующем проекте."
245,"Backend Developer (junior)
Компания: ООО Интегра Софт
Город: Москва
Зарплата: 47449 руб.
О компании: ООО Интегра Софт занимается заказной разработкой и поддержкой корпоративных систем. Сейчас команда постепенно расширяется из‑за роста внутренних проектов и количества задач. Большая часть работы связана с поддержкой существующих процессов, доработкой функциональности и взаимодействием с коллегами из смежных отделов. Важно спокойно относиться к рабочим изменениям и уметь разбираться в уже существующем проекте.
Требования:
• опыт работы от 6 месяцев
• знание Python
• знание PostgreSQL
• знание Docker
• умение работать в команде
• внимательность к задачам

Обязанности:
• поддержка API
• исправление backend‑ошибок
• разработка backend‑сервисов",junior,"[""python"", ""postgresql"", ""docker"", ""умение работать в команде"", ""внимательность к задачам""]","ООО Интегра Софт занимается заказной разработкой и поддержкой корпоративных систем. Сейчас команда постепенно расширяется из‑за роста внутренних проектов и количества задач. Большая часть работы связана с поддержкой существующих процессов, доработкой функциональности и взаимодействием с коллегами из смежных отделов. Важно спокойно относиться к рабочим изменениям и уметь разбираться в уже существующем проекте."
246,"Системный администратор (senior)
Компания: ООО Онлайн Решения
Город: Новосибирск
Зарплата: 225006 руб.
О компании: ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. Сейчас команда постепенно расширяется из‑за роста внутренних проектов и количества задач. Большая часть работы связана с поддержкой существующих процессов, доработкой функциональности и взаимодействием с коллегами из смежных отделов. Важно спокойно относиться к рабочим изменениям и уметь разбираться в уже существующем проекте.
Требования:
• знание Linux
• знание Zabbix
• внимательность к задачам

Обязанности:
• решение технических проблем
• поддержка серверов
• мониторинг инфраструктуры",senior,"[""linux"", ""zabbix"", ""внимательность к задачам""]","ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. Сейчас команда постепенно расширяется из‑за роста внутренних проектов и количества задач. Большая часть работы связана с поддержкой существующих процессов, доработкой функциональности и взаимодействием с коллегами из смежных отделов. Важно спокойно относиться к рабочим изменениям и уметь разбираться в уже существующем проекте."
247,"Системный администратор (senior)
Компания: ООО Точка Роста
Город: Казань
Зарплата: 216814 руб.
О компании: ООО Точка Роста работает над веб‑платформами для малого бизнеса. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект.
Требования:
• опыт работы от 4 лет
• знание Linux
• знание VPN
• умение работать в команде
• внимательность к задачам

Обязанности:
• поддержка серверов
• мониторинг инфраструктуры
• решение технических проблем",senior,"[""linux"", ""vpn"", ""умение работать в команде"", ""внимательность к задачам""]","ООО Точка Роста работает над веб‑платформами для малого бизнеса. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект."
248,"QA Engineer (senior)
Компания: АО Медиа Платформа
Город: Санкт-Петербург
Зарплата: 191643 руб.
О компании: АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Нужен человек для поддержки текущих задач.
Требования:
• знание SQL
• знание API testing
• знание Postman
• знание Jira
• внимательность к задачам

Обязанности:
• регрессионное тестирование
• ручное тестирование web‑приложений
• проверка API",senior,"[""sql"", ""api testing"", ""postman"", ""jira"", ""внимательность к задачам""]",АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Нужен человек для поддержки текущих задач.
249,"Специалист поддержки (senior)
Компания: ООО Онлайн Решения
Город: Санкт-Петербург
Зарплата: 169600 руб.
О компании: ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект.
Требования:
• опыт работы от 4 лет
• знание CRM
• знание коммуникация
• знание тикеты
• умение работать в команде
• внимательность к задачам

Обязанности:
• обработка обращений пользователей
• эскалация сложных инцидентов
• ведение внутренней документации

Будет плюсом: опыт работы в небольшой команде",senior,"[""crm"", ""коммуникация"", ""тикеты"", ""умение работать в команде"", ""внимательность к задачам""]","ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект."
250,"Frontend Developer (senior)
Компания: ООО Тех Лаб
Город: Санкт-Петербург
Зарплата: 159626 руб.
О компании: ООО Тех Лаб работает над внутренними и внешними IT‑решениями. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• опыт работы от 4 лет
• знание REST API
• знание Redux
• знание TypeScript
• умение работать в команде

Обязанности:
• исправление багов
• разработка пользовательских интерфейсов
• участие в командной разработке",senior,"[""rest api"", ""redux"", ""typescript"", ""умение работать в команде""]",ООО Тех Лаб работает над внутренними и внешними IT‑решениями. Работа в спокойном темпе без жесткой бюрократии.
251,"Frontend Developer (junior)
Компания: АО Медиа Платформа
Город: Санкт-Петербург
Зарплата: 78295 руб.
О компании: АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Нужен человек для поддержки текущих задач.
Требования:
• знание Git
• знание TypeScript
• знание React

Обязанности:
• работа с API
• участие в командной разработке
• разработка пользовательских интерфейсов",junior,"[""git"", ""typescript"", ""react""]",АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Нужен человек для поддержки текущих задач.
252,"HR-менеджер (middle)
Компания: ООО Проф Маркет
Город: Новосибирск
Зарплата: 90410 руб.
О компании: ООО Проф Маркет занимается e‑commerce и маркетинговыми сервисами. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• опыт работы от 2 лет
• знание подбор персонала
• знание ATS
• знание интервью
• умение работать в команде

Обязанности:
• поиск кандидатов
• взаимодействие с руководителями
• проведение интервью",middle,"[""подбор персонала"", ""ats"", ""интервью"", ""умение работать в команде""]",ООО Проф Маркет занимается e‑commerce и маркетинговыми сервисами. Работа в спокойном темпе без жесткой бюрократии.
253,"HR-менеджер (middle)
Компания: ООО Точка Роста
Город: Новосибирск
Зарплата: 121076 руб.
О компании: ООО Точка Роста работает над веб‑платформами для малого бизнеса. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки.
Требования:
• опыт работы от 2 лет
• знание интервью
• знание ATS
• умение работать в команде
• внимательность к задачам

Обязанности:
• взаимодействие с руководителями
• ведение базы кандидатов
• проведение интервью",middle,"[""интервью"", ""ats"", ""умение работать в команде"", ""внимательность к задачам""]","ООО Точка Роста работает над веб‑платформами для малого бизнеса. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки."
254,"Специалист поддержки (senior)
Компания: ООО Онлайн Решения
Город: Санкт-Петербург
Зарплата: 215635 руб.
О компании: ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки.
Требования:
• знание тикеты
• знание CRM
• знание коммуникация
• внимательность к задачам

Обязанности:
• обработка обращений пользователей
• эскалация сложных инцидентов
• ведение внутренней документации

Будет плюсом: понимание agile‑процессов",senior,"[""тикеты"", ""crm"", ""коммуникация"", ""внимательность к задачам""]","ООО Онлайн Решения разрабатывает сервисы для автоматизации бизнеса. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки."
255,"Специалист поддержки (middle)
Компания: ООО Точка Роста
Город: Москва
Зарплата: 106746 руб.
О компании: ООО Точка Роста работает над веб‑платформами для малого бизнеса. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• опыт работы от 2 лет
• знание CRM
• знание тикеты
• умение работать в команде

Обязанности:
• эскалация сложных инцидентов
• обработка обращений пользователей
• ведение внутренней документации

Будет плюсом: опыт работы в небольшой команде",middle,"[""crm"", ""тикеты"", ""умение работать в команде""]",ООО Точка Роста работает над веб‑платформами для малого бизнеса. Работа в спокойном темпе без жесткой бюрократии.
256,"Специалист поддержки (senior)
Компания: ООО Городской Сервис
Город: Санкт-Петербург
Зарплата: 222505 руб.
О компании: ООО Городской Сервис развивает цифровые сервисы для городской инфраструктуры. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект.
Требования:
• опыт работы от 4 лет
• знание CRM
• знание коммуникация
• знание тикеты
• умение работать в команде

Обязанности:
• обработка обращений пользователей
• ведение внутренней документации
• эскалация сложных инцидентов

Будет плюсом: понимание agile‑процессов",senior,"[""crm"", ""коммуникация"", ""тикеты"", ""умение работать в команде""]","ООО Городской Сервис развивает цифровые сервисы для городской инфраструктуры. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект."
257,"Backend Developer (middle)
Компания: ООО Точка Роста
Город: Екатеринбург
Зарплата: 111095 руб.
О компании: ООО Точка Роста работает над веб‑платформами для малого бизнеса. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект.
Требования:
• знание Python
• знание FastAPI
• знание Docker
• внимательность к задачам

Обязанности:
• работа с БД
• исправление backend‑ошибок
• разработка backend‑сервисов",middle,"[""python"", ""fastapi"", ""docker"", ""внимательность к задачам""]","ООО Точка Роста работает над веб‑платформами для малого бизнеса. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект."
258,"QA Engineer (senior)
Компания: АО Медиа Платформа
Город: Санкт-Петербург
Зарплата: 212071 руб.
О компании: АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• опыт работы от 4 лет
• знание SQL
• знание API testing
• знание Postman
• умение работать в команде

Обязанности:
• проверка API
• ручное тестирование web‑приложений
• регрессионное тестирование",senior,"[""sql"", ""api testing"", ""postman"", ""умение работать в команде""]",АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Работа в спокойном темпе без жесткой бюрократии.
259,"Специалист поддержки (middle)
Компания: ООО Городской Сервис
Город: Санкт-Петербург
Зарплата: 141892 руб.
О компании: ООО Городской Сервис развивает цифровые сервисы для городской инфраструктуры. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• опыт работы от 2 лет
• знание коммуникация
• знание CRM
• знание тикеты
• внимательность к задачам

Обязанности:
• эскалация сложных инцидентов
• решение типовых проблем
• ведение внутренней документации",middle,"[""коммуникация"", ""crm"", ""тикеты"", ""внимательность к задачам""]",ООО Городской Сервис развивает цифровые сервисы для городской инфраструктуры. Работа в спокойном темпе без жесткой бюрократии.
260,"Системный администратор (senior)
Компания: ООО Бизнес Партнер
Город: Москва
Зарплата: 168545 руб.
О компании: ООО Бизнес Партнер автоматизирует процессы для корпоративных клиентов. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• знание Linux
• знание Zabbix
• знание VPN
• внимательность к задачам

Обязанности:
• поддержка серверов
• настройка рабочих мест
• мониторинг инфраструктуры",senior,"[""linux"", ""zabbix"", ""vpn"", ""внимательность к задачам""]",ООО Бизнес Партнер автоматизирует процессы для корпоративных клиентов. Работа в спокойном темпе без жесткой бюрократии.
261,"Backend Developer (senior)
Компания: ИП Миронов
Город: Санкт-Петербург
Зарплата: 201329 руб.
О компании: ИП Миронов поддерживает небольшие внутренние web‑проекты. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект.
Требования:
• опыт работы от 4 лет
• знание Docker
• знание Python
• знание PostgreSQL
• умение работать в команде

Обязанности:
• разработка backend‑сервисов
• поддержка API
• исправление backend‑ошибок",senior,"[""docker"", ""python"", ""postgresql"", ""умение работать в команде""]","ИП Миронов поддерживает небольшие внутренние web‑проекты. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект."
262,"Frontend Developer (middle)
Компания: ИП Миронов
Город: Санкт-Петербург
Зарплата: 147684 руб.
О компании: ИП Миронов поддерживает небольшие внутренние web‑проекты. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки.
Требования:
• опыт работы от 2 лет
• знание Git
• знание REST API
• умение работать в команде

Обязанности:
• исправление багов
• поддержка существующего frontend
• участие в командной разработке

Будет плюсом: опыт поддержки legacy‑проектов",middle,"[""git"", ""rest api"", ""умение работать в команде""]","ИП Миронов поддерживает небольшие внутренние web‑проекты. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки."
263,"Frontend Developer (senior)
Компания: АО ФинТех Решения
Город: Казань
Зарплата: 156163 руб.
О компании: АО ФинТех Решения разрабатывает продукты для финансового сектора. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект.
Требования:
• опыт работы от 4 лет
• знание React
• знание Git

Обязанности:
• работа с API
• разработка пользовательских интерфейсов
• поддержка существующего frontend

Будет плюсом: понимание agile‑процессов",senior,"[""react"", ""git""]","АО ФинТех Решения разрабатывает продукты для финансового сектора. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект."
264,"HR-менеджер (middle)
Компания: ИП Миронов
Город: Новосибирск
Зарплата: 104767 руб.
О компании: ИП Миронов поддерживает небольшие внутренние web‑проекты. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект.
Требования:
• знание интервью
• знание подбор персонала
• умение работать в команде
• внимательность к задачам

Обязанности:
• проведение интервью
• взаимодействие с руководителями
• ведение базы кандидатов

Будет плюсом: опыт взаимодействия со смежными отделами",middle,"[""интервью"", ""подбор персонала"", ""умение работать в команде"", ""внимательность к задачам""]","ИП Миронов поддерживает небольшие внутренние web‑проекты. У нас нет жесткого разделения задач, поэтому иногда потребуется взаимодействовать со смежными специалистами и участвовать в обсуждении технических решений. Важна адекватная коммуникация, спокойное отношение к правкам и готовность постепенно погружаться в проект."
265,"Frontend Developer (senior)
Компания: АО Медиа Платформа
Город: Москва
Зарплата: 194800 руб.
О компании: АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Работа в спокойном темпе без жесткой бюрократии.
Требования:
• опыт работы от 4 лет
• знание Git
• знание REST API
• знание Redux
• знание TypeScript

Обязанности:
• исправление багов
• поддержка существующего frontend
• разработка пользовательских интерфейсов

Будет плюсом: опыт взаимодействия со смежными отделами",senior,"[""git"", ""rest api"", ""redux"", ""typescript""]",АО Медиа Платформа разрабатывает внутренние и внешние digital‑продукты. Работа в спокойном темпе без жесткой бюрократии.
266,"Backend Developer (middle)
Компания: ООО Городской Сервис
Город: Санкт-Петербург
Зарплата: 93591 руб.
О компании: ООО Городской Сервис развивает цифровые сервисы для городской инфраструктуры. Команда расширяется из-за роста проекта.
Требования:
• знание Python
• знание FastAPI
• внимательность к задачам

Обязанности:
• разработка backend‑сервисов
• работа с БД
• исправление backend‑ошибок",middle,"[""python"", ""fastapi"", ""внимательность к задачам""]",ООО Городской Сервис развивает цифровые сервисы для городской инфраструктуры. Команда расширяется из-за роста проекта.
267,"HR-менеджер (middle)
Компания: ООО Тех Лаб
Город: Новосибирск
Зарплата: 106958 руб.
О компании: ООО Тех Лаб работает над внутренними и внешними IT‑решениями. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки.
Требования:
• опыт работы от 2 лет
• знание интервью
• знание ATS
• знание подбор персонала
• внимательность к задачам

Обязанности:
• взаимодействие с руководителями
• проведение интервью
• ведение базы кандидатов",middle,"[""интервью"", ""ats"", ""подбор персонала"", ""внимательность к задачам""]","ООО Тех Лаб работает над внутренними и внешними IT‑решениями. Проект развивается уже несколько лет, поэтому часть задач связана не только с новой разработкой, но и с поддержкой текущих решений. Ищем человека, которому будет комфортно работать в команде, где многие процессы уже выстроены, но при этом регулярно появляются новые задачи и доработки."
268,"Frontend Developer (junior)
Компания: АО ФинТех Решения
Город: Москва
Зарплата: 75924 руб.
О компании: АО ФинТех Решения разрабатывает продукты для финансового сектора. Команда расширяется из-за роста проекта.
Требования:
• опыт работы от 6 месяцев
• знание TypeScript
• знание Redux
• умение работать в команде
• внимательность к задачам

Обязанности:
• участие в командной разработке
• работа с API
• поддержка существующего frontend

Будет плюсом: понимание agile‑процессов",junior,"[""typescript"", ""redux"", ""умение работать в команде"", ""внимательность к задачам""]",АО ФинТех Решения разрабатывает продукты для финансового сектора. Команда расширяется из-за роста проекта.
